model_key,gguf_file,tensor,dims,ggml_type,n_elements,is_shared_expert_gate,verdict
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.0.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.1.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.2.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.3.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.4.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.5.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.6.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.7.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.8.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.9.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.10.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.11.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.12.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.13.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.14.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.15.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.16.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.17.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.18.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.19.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.20.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.21.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.22.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.23.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.24.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.25.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.26.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.27.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.28.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.29.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.30.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.31.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.32.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.33.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.34.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.35.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.36.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.37.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.38.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.39.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.40.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.41.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.42.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.43.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
qwen3-30b-a3b-Q4_K_M,qwen3-30b-a3b-Q4_K_M.gguf,blk.44.ffn_gate_inp.weight,2048x128,F32,262144,false,PASS
